Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
4/30/2019,61639,10025,NY,New York-Newark-Jersey City,New York County,New York,0,985100,-0.014012611,-0.038739266,-0.122561682,0.013503559,0.020890961,2018-01,2018-Q1,1137100,-0.13367338,2015-05
4/30/2019,84654,60657,IL,Chicago-Naperville-Elgin,Cook County,Chicago,1,350200,-0.005396194,-0.00680658,-0.003131227,0.023697442,0.012104728,2019-02,2019-Q1,352800,-0.007369615,2018-10
4/30/2019,61637,10023,NY,New York-Newark-Jersey City,New York County,New York,2,1334100,-0.011777778,-0.020268782,-0.111074094,-0.010415307,0.017537748,2016-12,2016-Q4,1622700,-0.177851729,2013-08
4/30/2019,91982,77494,TX,Houston-The Woodlands-Sugar Land,Harris County,Katy,3,333200,-0.00059988,-0.006263048,0.001803969,0.032106574,0.030806121,2018-09,2018-Q3,338500,-0.015657312,2018-05
4/30/2019,84616,60614,IL,Chicago-Naperville-Elgin,Cook County,Chicago,4,428200,-0.004417577,-0.008796296,-0.001399254,0.031382576,0.019557699,2019-01,2019-Q1,432000,-0.008796296,2018-07
4/30/2019,91940,77449,TX,Houston-The Woodlands-Sugar Land,Harris County,Katy,5,181500,-0.007654456,-0.00219901,0.029495179,0.066896722,0.037253932,2019-02,2019-Q1,183200,-0.009279476,2019-01
4/30/2019,93144,79936,TX,El Paso,El Paso County,El Paso,6,128800,0,0.004680187,0.061830173,0.026701944,0.006850578,2007-10,2007-Q4,132400,-0.027190332,2007-06
4/30/2019,91733,77084,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,7,175500,-0.009593679,0.001712329,0.069469835,0.066996758,0.036184761,2019-02,2019-Q1,177300,-0.010152284,2019-02
4/30/2019,61616,10002,NY,New York-Newark-Jersey City,New York County,New York,8,918400,-0.015859408,-0.031632223,-0.07288512,0.038752917,0.03113361,2017-10,2017-Q4,1010000,-0.090693069,2017-02
4/30/2019,61807,10467,NY,New York-Newark-Jersey City,Bronx County,New York,9,432900,0.003942486,0.020509194,0.083333333,0.067419942,0.032665402,2019-04,2019-Q2,432900,0,2019-04
4/30/2019,62037,11226,NY,New York-Newark-Jersey City,Kings County,New York,10,819000,-0.001949793,-0.011227816,0.048252912,0.118857576,0.063115164,2018-11,2018-Q4,830400,-0.013728324,2018-07
4/30/2019,84640,60640,IL,Chicago-Naperville-Elgin,Cook County,Chicago,11,238300,-0.000419463,0.003368421,-0.018937834,0.036390322,0.001694237,2007-01,2007-Q1,269900,-0.1170804,2004-09
4/30/2019,97564,94109,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,12,1224100,-0.010828283,-0.029416429,-0.000734694,0.047481529,0.051420479,2018-11,2018-Q4,1265300,-0.032561448,2017-09
4/30/2019,61630,10016,NY,New York-Newark-Jersey City,New York County,New York,13,975300,-0.007328244,-0.016636419,-0.055033427,0.013156247,0.019464285,2017-02,2017-Q1,1091900,-0.106786336,2015-09
4/30/2019,92593,78660,TX,Austin-Round Rock,Travis County,Pflugerville,14,252100,0.001191422,0.008803521,0.036169338,0.071607141,0.039215358,2019-04,2019-Q2,252100,0,2019-04
4/30/2019,74101,37013,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,15,221800,-0.005381166,0,0.086722195,0.110722428,0.050282616,2019-02,2019-Q1,223200,-0.006272401,2019-01
4/30/2019,71831,32162,FL,The Villages,Sumter County,The Villages,16,269500,0.002977298,0.010877719,0.071996818,0.032205542,0.026934739,2019-04,2019-Q2,269500,0,2019-04
4/30/2019,62045,11235,NY,New York-Newark-Jersey City,Kings County,New York,17,727200,0.006783885,0.021204887,0.003172851,0.056678713,0.041100907,2019-04,2019-Q2,727200,0,2019-04
4/30/2019,62087,11375,NY,New York-Newark-Jersey City,Queens County,New York,18,1006600,0.00639872,0.013389711,0.0342135,0.067011192,0.049114642,2019-04,2019-Q2,1006600,0,2019-04
4/30/2019,84646,60647,IL,Chicago-Naperville-Elgin,Cook County,Chicago,19,389500,-0.010919248,-0.010416667,0.006199948,0.061725225,0.029371155,2019-02,2019-Q1,395300,-0.014672401,2018-10
4/30/2019,96107,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Hawthorne,20,652900,-0.002292176,-0.00442208,0.061971373,0.089251589,0.05656601,2019-02,2019-Q1,655900,-0.004573868,2018-12
4/30/2019,74242,37211,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,21,262100,-0.007948524,-0.007572889,0.051343763,0.123071435,0.062758897,2019-02,2019-Q1,265200,-0.011689291,2018-12
4/30/2019,61643,10029,NY,New York-Newark-Jersey City,New York County,New York,22,772300,-0.005408886,-0.006176811,-0.030382925,0.037713017,0.037898296,2018-05,2018-Q2,797200,-0.03123432,2017-08
4/30/2019,61623,10009,NY,New York-Newark-Jersey City,New York County,New York,23,1072500,-0.007036386,-0.040611862,-0.082941428,0.018931552,0.026745536,2017-06,2017-Q2,1221400,-0.121909284,2016-08
4/30/2019,92036,77573,TX,Houston-The Woodlands-Sugar Land,Galveston County,League City,24,271400,0.000368596,0.008547009,0.042643104,0.067261282,0.037287209,2019-04,2019-Q2,271400,0,2019-04
4/30/2019,84620,60618,IL,Chicago-Naperville-Elgin,Cook County,Chicago,25,383000,-0.017192712,-0.024452369,-0.031605563,0.046803736,0.024317,2018-04,2018-Q2,395500,-0.031605563,2017-10
4/30/2019,92271,78130,TX,San Antonio-New Braunfels,Comal County,New Braunfels,26,231600,-0.000862813,0.011795544,0.04418395,0.067717703,0.039509832,2019-03,2019-Q1,231800,-0.000862813,2019-03
4/30/2019,92045,77584,TX,Houston-The Woodlands-Sugar Land,Brazoria County,Pearland,27,269100,-0.000371471,0.005605381,0.047081712,0.06349997,0.033797884,2019-03,2019-Q1,269200,-0.000371471,2019-03
4/30/2019,61625,10011,NY,New York-Newark-Jersey City,New York County,New York,28,1588500,-0.01396648,-0.03081147,-0.088483388,-0.0012918,0.027234742,2016-08,2016-Q3,1818200,-0.126333737,2014-04
4/30/2019,61703,10128,NY,New York-Newark-Jersey City,New York County,New York,29,1166700,-0.008414074,-0.028073975,-0.055074107,0.039900763,0.030658939,2018-06,2018-Q2,1249600,-0.066341229,2016-02
4/30/2019,69816,28269,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,30,211400,-0.001888574,0.005230623,0.076923077,0.075955234,0.033130172,2019-03,2019-Q1,211800,-0.001888574,2019-02
4/30/2019,66126,20002,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,31,656600,-0.018975049,-0.033132087,0.03060744,0.081003798,0.065852579,2018-12,2018-Q4,680100,-0.034553742,2018-09
4/30/2019,92551,78613,TX,Austin-Round Rock,Williamson County,Cedar Park,32,303800,-0.002953725,0.002640264,0.032981979,0.065710143,0.041499795,2019-03,2019-Q1,304700,-0.002953725,2019-02
4/30/2019,92515,78572,TX,McAllen-Edinburg-Mission,Hidalgo County,Mission,33,108800,0,0.010213556,0.040152964,0.054106578,0.024632168,2019-04,2019-Q2,108800,0,2019-04
4/30/2019,71067,30349,GA,Atlanta-Sandy Springs-Roswell,Clayton County,Riverdale,34,132400,0,0.008377761,0.056664006,0.133367998,0.006494997,2007-09,2007-Q3,150400,-0.119680851,2003-03
4/30/2019,93123,79912,TX,El Paso,El Paso County,El Paso,35,189200,0.001058201,0.005313496,0.016111708,0.018181561,0.007372813,2019-04,2019-Q2,189200,0,2019-04
4/30/2019,97771,94565,CA,San Francisco-Oakland-Hayward,Contra Costa County,Pittsburg,36,426900,0.000703235,0.002818887,0.016186622,0.102398703,0.080623143,2005-12,2005-Q4,465400,-0.082724538,2005-05
4/30/2019,96027,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,37,1508800,-0.005274262,-0.004026668,0.051868377,0.085980263,0.053577068,2019-02,2019-Q1,1519800,-0.007237794,2018-11
4/30/2019,91926,77433,TX,Houston-The Woodlands-Sugar Land,Harris County,Cypress,38,256800,-0.004651163,0.00038956,0.013017751,0.041058525,0.030206849,2019-02,2019-Q1,258100,-0.005036807,2019-02
4/30/2019,90654,75052,TX,Dallas-Fort Worth-Arlington,Dallas County,Grand Prairie,39,224400,0.000892061,0.01814882,0.105963529,0.103241177,0.053938314,2019-04,2019-Q2,224400,0,2019-04
4/30/2019,66133,20009,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,40,559100,0.000536865,0.001612325,0.015622162,0.02296408,0.027972853,2017-07,2017-Q3,560300,-0.00214171,2017-06
4/30/2019,74126,37042,TN,Clarksville,Montgomery County,Clarksville,41,138400,-0.005032351,-0.005747126,0.062980031,0.035585575,0.018164207,2019-02,2019-Q1,139500,-0.007885305,2019-01
4/30/2019,89925,73099,OK,Oklahoma City,Canadian County,Yukon,42,167400,0.001196172,0.004801921,0.028887523,0.027031031,0.02663884,2019-04,2019-Q2,167400,0,2019-04
4/30/2019,62017,11206,NY,New York-Newark-Jersey City,Kings County,New York,43,737300,-0.005798274,0.000950312,0.085861561,0.091321548,0.06129717,2019-03,2019-Q1,741600,-0.005798274,2019-02
4/30/2019,91922,77429,TX,Houston-The Woodlands-Sugar Land,Harris County,Cypress,44,251000,-0.001988072,0.007223114,0.030800821,0.058046175,0.034848089,2019-03,2019-Q1,251500,-0.001988072,2019-02
4/30/2019,61802,10462,NY,New York-Newark-Jersey City,Bronx County,New York,45,160600,0.00879397,0.022929936,0.145506419,0.120316751,0.036606655,2019-04,2019-Q2,160600,0,2019-04
4/30/2019,91968,77479,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,Sugar Land,46,367200,-0.003527815,-0.007030827,-0.00729927,0.040422034,0.030844927,2018-06,2018-Q2,370500,-0.008906883,2018-02
4/30/2019,61617,10003,NY,New York-Newark-Jersey City,New York County,New York,47,1559200,-0.015967182,-0.033294067,-0.081689145,0.022739911,0.033711654,2018-05,2018-Q2,1710400,-0.088400374,2015-05
4/30/2019,84615,60613,IL,Chicago-Naperville-Elgin,Cook County,Chicago,48,231200,0.002167317,0.006968641,-0.047775947,0.020004835,0.002366143,2006-04,2006-Q2,262700,-0.119908641,2003-12
4/30/2019,86026,63376,MO,St. Louis,Saint Charles County,Saint Peters,49,203300,-0.003919647,-0.002453386,0.054460581,0.053988034,0.02041486,2019-02,2019-Q1,204400,-0.005381605,2018-12
4/30/2019,70829,30044,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Lawrenceville,50,200000,-0.002493766,0.006542526,0.091703057,0.099441507,0.036163282,2019-03,2019-Q1,200500,-0.002493766,2019-02
4/30/2019,61633,10019,NY,New York-Newark-Jersey City,New York County,New York,51,1163100,-0.013904197,-0.034290933,-0.088693881,0.000948441,0.019068991,2016-03,2016-Q1,1347100,-0.136589711,2014-05
4/30/2019,61803,10463,NY,New York-Newark-Jersey City,New York County,New York,52,660900,-0.00884823,-0.013729294,0.0384978,0.078754527,0.023463029,2018-12,2018-Q4,670400,-0.014170644,2018-09
4/30/2019,70828,30043,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Lawrenceville,53,239800,0,0.004187605,0.055457746,0.071601881,0.035426372,2019-04,2019-Q2,239800,0,2019-04
4/30/2019,69823,28277,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,54,353100,-0.002824061,-0.003949224,0.023478261,0.055523215,0.031477586,2019-02,2019-Q1,354800,-0.004791432,2018-12
4/30/2019,62023,11212,NY,New York-Newark-Jersey City,Kings County,New York,55,458300,0.00152972,0.007031422,0.071796071,0.098282698,0.032422647,2018-11,2018-Q4,459300,-0.002177226,2018-11
4/30/2019,62040,11230,NY,New York-Newark-Jersey City,Kings County,New York,56,1121800,-0.002844444,0.003937713,0.087331589,0.088123932,0.055909687,2019-03,2019-Q1,1125000,-0.002844444,2019-02
4/30/2019,84627,60625,IL,Chicago-Naperville-Elgin,Cook County,Chicago,57,288500,-0.017370572,-0.019707781,-0.037049399,0.03715167,0.007963627,2007-04,2007-Q2,328700,-0.12229997,2004-11
4/30/2019,92341,78245,TX,San Antonio-New Braunfels,Bexar County,San Antonio,58,177300,0.001129305,0.00396376,0.053475936,0.065177642,0.030727217,2019-04,2019-Q2,177300,0,2019-04
4/30/2019,62020,11209,NY,New York-Newark-Jersey City,Kings County,New York,59,1024200,0.004610103,0.029139871,0.058276503,0.056310911,0.049014829,2019-04,2019-Q2,1024200,0,2019-04
4/30/2019,84630,60629,IL,Chicago-Naperville-Elgin,Cook County,Chicago,60,171800,-0.003480278,0.009400705,0.046285018,0.076024797,0.00404672,2007-01,2007-Q1,238300,-0.279060008,2004-03
4/30/2019,70874,30096,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Duluth,61,236600,-0.002108815,0.001269573,0.083333333,0.080303391,0.04080928,2019-03,2019-Q1,237100,-0.002108815,2019-02
4/30/2019,60545,7030,NJ,New York-Newark-Jersey City,Hudson County,Hoboken,62,706500,-0.005909667,-0.013130325,-0.08484456,0.040247868,0.034044194,2017-10,2017-Q4,785800,-0.100916264,2016-11
4/30/2019,84612,60610,IL,Chicago-Naperville-Elgin,Cook County,Chicago,63,298100,-0.00267648,0,-0.005670447,0.024904297,0.013340757,2017-11,2017-Q4,305900,-0.025498529,2017-05
4/30/2019,62032,11221,NY,New York-Newark-Jersey City,Kings County,New York,64,916200,-0.018952779,-0.048301652,-0.028934817,0.114638745,0.078956526,2018-11,2018-Q4,986200,-0.070979517,2018-03
4/30/2019,92617,78704,TX,Austin-Round Rock,Travis County,Austin,65,568200,0.017003759,0.045061615,0.130071599,0.074124625,0.057324676,2019-04,2019-Q2,568200,0,2019-04
4/30/2019,90823,75287,TX,Dallas-Fort Worth-Arlington,Dallas County,Dallas,66,326500,-0.002748931,0.003072197,0.013345748,0.070451007,0.044130381,2019-03,2019-Q1,327400,-0.002748931,2019-02
4/30/2019,94748,85032,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,67,266100,-0.004116766,-0.012615955,0.059315287,0.074715173,0.050168751,2018-12,2018-Q4,270200,-0.015173945,2018-10
4/30/2019,91726,77077,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,68,306000,0.000981354,0.006578947,-0.006493506,0.04632432,0.041789011,2018-04,2018-Q2,308000,-0.006493506,2018-02
4/30/2019,72463,33160,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Sunny Isles Beach,69,328400,-0.020578586,-0.039766082,-0.036102143,0.029115633,0.045131466,2006-07,2006-Q3,398200,-0.1752888,2005-08
4/30/2019,67732,23464,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,Virginia Beach,70,257800,-0.002321981,0.003503309,0.032438927,0.023885906,0.004696248,2007-05,2007-Q2,265800,-0.030097818,2005-12
4/30/2019,66843,21234,MD,Baltimore-Columbia-Towson,Baltimore County,Parkville,71,207800,-0.009532888,-0.012826603,0.024149828,0.03697765,0.001113624,2007-07,2007-Q3,227800,-0.087796313,2006-01
4/30/2019,70810,30024,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Suwanee,72,359000,-0.002223457,0.0013947,0.04027818,0.060764795,0.035163567,2019-03,2019-Q1,359800,-0.002223457,2019-02
4/30/2019,90795,75243,TX,Dallas-Fort Worth-Arlington,Dallas County,Dallas,73,227200,-0.004818222,0.006200177,0.088643987,0.126937064,0.064767417,2019-03,2019-Q1,228300,-0.004818222,2019-02
4/30/2019,99534,98052,WA,Seattle-Tacoma-Bellevue,King County,Redmond,74,816600,-0.005843682,-0.009941804,-0.021567218,0.097648027,0.060089581,2018-06,2018-Q2,838100,-0.025653263,2017-12
4/30/2019,62025,11214,NY,New York-Newark-Jersey City,Kings County,New York,75,704000,0.001422475,-0.002126152,0.012512584,0.064849221,0.04670375,2018-07,2018-Q3,713200,-0.012899607,2018-06
4/30/2019,92481,78521,TX,Brownsville-Harlingen,Cameron County,Brownsville,76,71500,-0.025885559,-0.03638814,0.015625,0.033975227,0.018370894,2018-11,2018-Q4,74800,-0.044117647,2018-05
4/30/2019,61148,8701,NJ,New York-Newark-Jersey City,Ocean County,Lakewood,77,325900,-0.009121313,-0.013321223,0.008042066,0.059418958,0.022690774,2019-02,2019-Q1,330700,-0.014514666,2018-06
4/30/2019,91889,77379,TX,Houston-The Woodlands-Sugar Land,Harris County,Spring,78,253800,-0.002358491,0.001183432,0.034229829,0.051974175,0.034268606,2019-03,2019-Q1,254400,-0.002358491,2019-02
4/30/2019,97711,94501,CA,San Francisco-Oakland-Hayward,Alameda County,Alameda,79,976800,-0.000716113,-0.005396599,-0.016908213,0.070567794,0.059079365,2018-03,2018-Q1,997400,-0.0206537,2018-01
4/30/2019,92598,78666,TX,Austin-Round Rock,Hays County,San Marcos,80,215200,0.009854528,0.03015797,0.058534186,0.086396941,0.046806754,2019-04,2019-Q2,215200,0,2019-04
4/30/2019,72578,33411,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Royal Palm Beach,81,296700,-0.000336927,0.003721245,0.048039562,0.108589512,0.049510156,2006-06,2006-Q2,333000,-0.109009009,2005-07
4/30/2019,62039,11229,NY,New York-Newark-Jersey City,Kings County,New York,82,767000,-0.003248863,-0.001692047,0.012273987,0.072308182,0.048270088,2018-11,2018-Q4,772300,-0.006862618,2018-09
4/30/2019,92654,78745,TX,Austin-Round Rock,Travis County,Austin,83,319200,-0.005607477,0.005988024,0.082400814,0.102006814,0.063969696,2019-03,2019-Q1,321000,-0.005607477,2019-02
4/30/2019,84621,60619,IL,Chicago-Naperville-Elgin,Cook County,Chicago,84,118900,-0.061562747,-0.079721362,-0.091673033,0.022080094,-0.023810139,2007-11,2007-Q4,178600,-0.334266517,2002-12
4/30/2019,67730,23462,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,Virginia Beach,85,200100,-0.001497006,0.0010005,0.026153846,0.022536482,-0.000299357,2007-08,2007-Q3,214100,-0.065390005,2006-01
4/30/2019,69672,28027,NC,Charlotte-Concord-Gastonia,Cabarrus County,Concord,86,235800,0.00255102,0.01637931,0.091666667,0.070155539,0.03056369,2019-04,2019-Q2,235800,0,2019-04
4/30/2019,97565,94110,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,87,1508900,-0.004157867,-0.018793081,0.004660763,0.072347647,0.077680793,2018-09,2018-Q3,1552200,-0.02789589,2018-05
4/30/2019,72363,33025,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Miramar,88,240400,-0.005378568,-0.004966887,0.044763146,0.108243303,0.04540605,2006-12,2006-Q4,279500,-0.139892665,2005-10
4/30/2019,90665,75067,TX,Dallas-Fort Worth-Arlington,Denton County,Lewisville,89,256100,-0.002337359,-0.00039032,0.054343351,0.094303743,0.054388896,2019-02,2019-Q1,256800,-0.002725857,2019-01
4/30/2019,96015,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,90,1264700,-0.005113279,-0.018394908,0.003650504,0.099350966,0.068384037,2018-10,2018-Q4,1300900,-0.027826889,2018-05
4/30/2019,72442,33139,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Miami Beach,91,341800,0.014243323,0.02550255,-0.043916084,0.014220827,0.029689206,2016-12,2016-Q4,384200,-0.110359188,2014-09
4/30/2019,77007,44107,OH,Cleveland-Elyria,Cuyahoga County,Lakewood,92,189300,-0.012004175,-0.004208311,0.08605852,0.084471771,0.049651683,2019-02,2019-Q1,191900,-0.013548723,2019-01
4/30/2019,79054,48197,MI,Ann Arbor,Washtenaw County,Ypsilanti,93,227500,0,0.013363029,0.102762967,0.076180299,0.050199634,2019-04,2019-Q2,227500,0,2019-04
4/30/2019,58669,2169,MA,Boston-Cambridge-Newton,Norfolk County,Quincy,94,432400,-0.005748448,0.000231321,0.038424592,0.066968409,0.040254525,2019-02,2019-Q1,435100,-0.00620547,2019-02
4/30/2019,62088,11377,NY,New York-Newark-Jersey City,Queens County,New York,95,756500,-0.00486714,0.001323627,0.039862543,0.071064111,0.044046173,2019-02,2019-Q1,760700,-0.00552123,2019-02
4/30/2019,87074,66062,KS,Kansas City,Johnson County,Olathe,96,266100,0.002637528,0.013714286,0.046401888,0.060903634,0.028864257,2019-04,2019-Q2,266100,0,2019-04
4/30/2019,73221,34787,FL,Orlando-Kissimmee-Sanford,Orange County,Winter Garden,97,325500,0.001538462,0.010555728,0.067563135,0.088412469,0.040853322,2006-09,2006-Q3,342600,-0.049912434,2006-04
4/30/2019,76953,44035,OH,Cleveland-Elyria,Lorain County,Elyria,98,104000,0.003861004,0.023622047,0.150442478,0.06031358,0.007721919,2006-04,2006-Q2,116000,-0.103448276,2002-10
4/30/2019,98325,95630,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,99,557000,-0.000896861,0.003965393,0.050745142,0.053216749,0.041276971,2019-03,2019-Q1,557500,-0.000896861,2019-03
4/30/2019,96025,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,100,434000,-0.000460617,0.002078042,0.039023222,0.100555866,0.054741608,2019-02,2019-Q1,434400,-0.00092081,2019-02
4/30/2019,96239,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,101,465700,-0.000643777,0,0.029171271,0.074462197,0.052756918,2019-03,2019-Q1,466000,-0.000643777,2019-01
4/30/2019,93263,80134,CO,Denver-Aurora-Lakewood,Douglas County,Parker,102,472800,0.00084674,0.005315756,0.022712524,0.072493071,0.047945207,2019-04,2019-Q2,472800,0,2019-04
4/30/2019,84613,60611,IL,Chicago-Naperville-Elgin,Cook County,Chicago,103,350900,-0.0002849,-0.00142288,-0.0002849,0.008595745,0.004258809,2006-05,2006-Q2,374200,-0.062266168,2005-09
4/30/2019,96193,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Norwalk,104,482800,0.000207168,-0.002479339,0.017706577,0.059868566,0.044794604,2006-08,2006-Q3,495500,-0.025630676,2006-04
4/30/2019,95048,85710,AZ,Tucson,Pima County,Tucson,105,178400,0.001122334,0.010764873,0.039021549,0.057177473,0.011197987,2006-05,2006-Q2,205500,-0.131873479,2005-06
4/30/2019,96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange County,Westminster,106,676000,-0.001477105,-0.004711425,0.039840025,0.058639833,0.045094901,2019-01,2019-Q1,679200,-0.004711425,2018-12
4/30/2019,61790,10314,NY,New York-Newark-Jersey City,Richmond County,New York,107,519200,-0.006885998,-0.019822541,0.020640849,0.070510855,0.033374932,2018-12,2018-Q4,533700,-0.027168821,2018-08
4/30/2019,62022,11211,NY,New York-Newark-Jersey City,Kings County,New York,108,964100,-0.002276726,0.001870519,-0.005467299,0.043371356,0.054387671,2017-11,2017-Q4,981100,-0.01732749,2017-09
4/30/2019,62044,11234,NY,New York-Newark-Jersey City,Kings County,New York,109,619000,-0.002417405,0.002916397,0.059931507,0.069727916,0.039596531,2019-03,2019-Q1,620500,-0.002417405,2019-02
4/30/2019,94870,85281,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Tempe,110,251800,-0.004349545,-0.006706114,0.054880603,0.081863502,0.040556189,2019-02,2019-Q1,254200,-0.009441385,2019-01
4/30/2019,62067,11355,NY,New York-Newark-Jersey City,Queens County,New York,111,745000,-0.000402522,-0.000804721,0.070402299,0.074311988,0.053451356,2019-01,2019-Q1,745600,-0.000804721,2019-01
4/30/2019,71005,30281,GA,Atlanta-Sandy Springs-Roswell,Henry County,Stockbridge,112,168700,0.003569304,0.020568663,0.104780616,0.098847292,0.024835392,2019-04,2019-Q2,168700,0,2019-04
4/30/2019,94820,85225,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Chandler,113,262400,-0.003796507,-0.002660585,0.031041257,0.071478903,0.047421962,2006-05,2006-Q2,268900,-0.024172555,2006-02
4/30/2019,62026,11215,NY,New York-Newark-Jersey City,Kings County,New York,114,1213700,-0.005978706,-0.017883153,-0.06674356,0.060596427,0.054030463,2018-05,2018-Q2,1301900,-0.067747139,2017-09
4/30/2019,74156,37075,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,Hendersonville,115,287400,0.001044932,0.007007708,0.050822669,0.068763847,0.036972877,2019-04,2019-Q2,287400,0,2019-04
4/30/2019,97764,94558,CA,Napa,Napa County,Napa,116,682100,-0.002048281,0.002940744,0.046326124,0.065665129,0.038789564,2019-03,2019-Q1,683500,-0.002048281,2019-03
4/30/2019,96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,117,948500,0.00455412,0.007756056,0.022641509,0.075288509,0.071829977,2018-10,2018-Q4,955100,-0.006910271,2018-09
4/30/2019,95309,87114,NM,Albuquerque,Bernalillo County,Albuquerque,118,228000,-0.000438404,0,0.052145824,0.039003248,0.00869085,2019-03,2019-Q1,228100,-0.000438404,2019-01
4/30/2019,71864,32210,FL,Jacksonville,Duval County,Jacksonville,119,139700,-0.003566334,0.007936508,0.08126935,0.16039451,0.027313981,2007-01,2007-Q1,144900,-0.035886818,2006-06
4/30/2019,76511,43081,OH,Columbus,Franklin County,Westerville,120,230200,0,0.014991182,0.054995417,0.076275367,0.035504354,2019-04,2019-Q2,230200,0,2019-04
4/30/2019,96545,91910,CA,San Diego-Carlsbad,San Diego County,Chula Vista,121,535400,-0.001491981,-0.003165146,0.018064271,0.062444801,0.052030506,2018-12,2018-Q4,538100,-0.005017655,2018-10
4/30/2019,60081,6010,CT,Hartford-West Hartford-East Hartford,Hartford County,Bristol,122,189800,0.001583113,0.009574468,0.005829359,0.015558369,-0.006013312,2007-01,2007-Q1,222500,-0.146966292,2004-09
4/30/2019,65133,17603,PA,Lancaster,Lancaster County,Lancaster,123,164200,-0.006053269,-0.003035823,0.055948553,0.04040184,0.013636872,2019-02,2019-Q1,165500,-0.007854985,2019-01
4/30/2019,92336,78240,TX,San Antonio-New Braunfels,Bexar County,San Antonio,124,190300,0.000525762,0.005813953,0.035928144,0.062860393,0.032731567,2019-04,2019-Q2,190300,0,2019-04
4/30/2019,95804,89108,NV,Las Vegas-Henderson-Paradise,Clark County,Las Vegas,125,230800,-0.001298139,0.008741259,0.155155155,0.125136379,0.066530595,2006-07,2006-Q3,252300,-0.085216013,2005-08
4/30/2019,97431,93722,CA,Fresno,Fresno County,Fresno,126,254900,0.001178319,0.011106704,0.062969141,0.068405951,0.037556492,2006-04,2006-Q2,314100,-0.188475008,2005-01
4/30/2019,95306,87111,NM,Albuquerque,Bernalillo County,Albuquerque,127,272200,0.002947679,0.006656805,0.033801747,0.043881394,0.010418656,2019-04,2019-Q2,272200,0,2019-04
4/30/2019,94890,85308,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Glendale,128,292700,-0.002725724,-0.001705321,0.039417614,0.057328158,0.042579184,2006-04,2006-Q2,330900,-0.115442732,2005-09
4/30/2019,93146,79938,TX,El Paso,El Paso County,El Paso,129,149800,-0.001333333,0.003348962,0.035961272,0.014786113,0.010907118,2019-03,2019-Q1,150000,-0.001333333,2019-03
4/30/2019,91221,76063,TX,Dallas-Fort Worth-Arlington,Tarrant County,Mansfield,130,282700,0.00390625,0.011811024,0.048590504,0.082146766,0.047641624,2019-04,2019-Q2,282700,0,2019-04
4/30/2019,91950,77459,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,Missouri City,131,275700,0.001089325,0.004737609,0.016967909,0.057973248,0.035291129,2019-04,2019-Q2,275700,0,2019-04
4/30/2019,79040,48180,MI,Detroit-Warren-Dearborn,Wayne County,Taylor,132,105800,0.000946074,0.017307692,0.096373057,0.123897567,0.032150742,2005-09,2005-Q3,126400,-0.162974684,2001-03
