Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
4/30/2019,99125,97211,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,2625,469400,-0.008658923,-0.013243641,-0.001064056,0.069920545,0.054579048,2019-02,2019-Q1,475900,-0.013658332,2018-04
4/30/2019,66630,20783,MD,Washington-Arlington-Alexandria,Prince Georges County,Chillum,2626,315200,-0.00630517,-0.00630517,0.01874596,0.093175722,0.02682169,2006-10,2006-Q4,389800,-0.191380195,2005-05
4/30/2019,76178,42001,KY,Paducah,McCracken County,Paducah,2627,147600,-0.008730692,-0.018617021,-0.021220159,0.037474899,0.007186654,2018-06,2018-Q2,151700,-0.027027027,2018-03
4/30/2019,94427,84062,UT,Provo-Orem,Utah County,Pleasant Grove,2628,379900,0.000526732,0.014148425,0.119328226,0.085904746,0.041324936,2019-04,2019-Q2,379900,0,2019-04
4/30/2019,67012,21742,MD,Hagerstown-Martinsburg,Washington County,Hagerstown,2629,208800,-0.007604563,-0.005240591,0.043478261,0.043079421,0.008897349,2006-06,2006-Q2,263800,-0.208491281,2004-11
4/30/2019,94763,85048,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,2630,350400,-0.000855432,0.002001716,0.037914692,0.035863335,0.031445302,2006-04,2006-Q2,411900,-0.149308084,2005-07
4/30/2019,60786,7740,NJ,New York-Newark-Jersey City,Monmouth County,Long Branch,2631,408800,0.001469868,0.017674882,0.102481122,0.068660519,0.01818041,2006-09,2006-Q3,423200,-0.034026465,2006-03
4/30/2019,97065,92867,CA,Los Angeles-Long Beach-Anaheim,Orange County,Orange,2632,718800,-0.002359473,-0.006358861,0.005174102,0.040705988,0.037986044,2019-01,2019-Q1,723400,-0.006358861,2018-11
4/30/2019,72552,33334,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Oakland Park,2633,278300,-0.005716327,-0.003223496,0.06915098,0.134926546,0.065545793,2006-09,2006-Q3,295200,-0.057249322,2006-01
4/30/2019,96295,91107,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,2634,930000,-0.005560308,-0.012424339,0.01207966,0.056541235,0.045411444,2019-01,2019-Q1,941700,-0.012424339,2018-10
4/30/2019,75585,40241,KY,Louisville/Jefferson County,Jefferson County,Louisville,2635,274700,0.009184423,0.030382596,0.047274114,0.03906597,0.026102785,2019-04,2019-Q2,274700,0,2019-04
4/30/2019,81650,54401,WI,Wausau,Marathon County,Wausau,2636,130700,-0.002290076,0.001532567,0.102953586,0.068826466,0.017207139,2019-03,2019-Q1,131000,-0.002290076,2019-02
4/30/2019,72949,33990,FL,Cape Coral-Fort Myers,Lee County,Cape Coral,2637,217800,-0.005479452,-0.009549795,0.011611705,0.077872061,0.061067809,2006-04,2006-Q2,287100,-0.24137931,2005-05
4/30/2019,70734,29841,SC,Augusta-Richmond County,Aiken County,North Augusta,2638,123500,-0.005636071,0.00162206,0.083333333,0.055882196,0.024447064,2019-03,2019-Q1,124200,-0.005636071,2019-02
4/30/2019,97241,93401,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,San Luis Obispo,2639,735900,-0.004194858,-0.002980626,0.04978602,0.048007138,0.038886909,2019-02,2019-Q1,740600,-0.006346206,2019-01
4/30/2019,75195,39180,MS,Vicksburg,Warren County,Vicksburg,2640,138000,0.012472487,0.017699115,0.176470588,,,2015-09,2015-Q3,138600,-0.004329004,
4/30/2019,80532,50701,IA,Waterloo-Cedar Falls,Black Hawk County,Waterloo,2641,126400,-0.000790514,0.012009608,-0.056011949,0.012138681,0.013717996,2018-01,2018-Q1,136600,-0.074670571,2017-11
4/30/2019,67356,22701,VA,Washington-Arlington-Alexandria,Culpeper County,Culpeper,2642,251100,0.000398406,0.014135703,0.066242038,0.038181289,0.026452896,2006-05,2006-Q2,299000,-0.160200669,2005-04
4/30/2019,79301,48640,MI,Midland,Midland County,Midland,2643,133500,-0.000748503,0.012898331,0.073151125,0.03172281,0.015915629,2019-03,2019-Q1,133600,-0.000748503,2019-03
4/30/2019,84696,60901,IL,Kankakee,Kankakee County,Kankakee,2644,74800,-0.001335113,-0.006640106,0.059490085,-0.020116934,-0.020909216,2005-12,2005-Q4,106500,-0.297652582,1998-02
4/30/2019,72400,33071,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Coral Springs,2645,383800,-0.003634476,-0.002339485,0.021559755,0.063130463,0.042142543,2006-06,2006-Q2,438000,-0.123744292,2005-05
4/30/2019,94807,85212,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Mesa,2646,323300,0.003102699,0.012844612,0.072660916,0.055485107,0.047071334,2006-06,2006-Q2,337600,-0.04235782,2006-01
4/30/2019,70420,29349,SC,Spartanburg,Spartanburg County,Inman,2647,162400,-0.009756098,-0.007334963,0.050452781,0.056291569,0.028261119,2019-02,2019-Q1,164500,-0.012765957,2018-12
4/30/2019,81288,53208,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,Milwaukee,2648,136400,-0.00727802,0.035687168,0.10177706,0.082416335,0.007643087,2006-01,2006-Q1,146000,-0.065753425,2005-06
4/30/2019,85270,62025,IL,St. Louis,Madison County,Edwardsville,2649,198500,-0.004014049,0.001008573,0.037095089,0.041475599,0.014197008,2019-03,2019-Q1,199300,-0.004014049,2019-03
4/30/2019,59110,3301,NH,Concord,Merrimack County,Concord,2650,243800,0.000821018,0.003705228,0.057700651,0.055725137,0.015861364,2019-04,2019-Q2,243800,0,2019-04
4/30/2019,81971,54914,WI,Appleton,Outagamie County,Appleton,2651,167900,-0.001189768,0.005991612,0.07284345,0.05977144,0.024893165,2019-03,2019-Q1,168100,-0.001189768,2019-03
4/30/2019,96013,90032,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,2652,618200,0,0.001133603,0.047441545,0.116886463,0.06627971,2019-04,2019-Q2,618200,0,2019-04
4/30/2019,95993,90012,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,2653,570300,0.003166227,-0.012125411,0.011887864,0.076057085,0.051607347,2019-01,2019-Q1,577300,-0.012125411,2018-11
4/30/2019,91890,77380,TX,Houston-The Woodlands-Sugar Land,Montgomery County,The Woodlands,2654,227900,-0.001314636,-0.002189142,0.038268793,0.047855889,0.038101519,2018-11,2018-Q4,229600,-0.007404181,2018-11
4/30/2019,70840,30060,GA,Atlanta-Sandy Springs-Roswell,Cobb County,Marietta,2655,171200,-0.009259259,0.003516999,0.139055223,0.136735556,0.040954901,2019-03,2019-Q1,172800,-0.009259259,2019-02
4/30/2019,97107,93036,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2656,525500,-0.000190259,0.00921836,0.051,0.067433623,0.044379448,2006-06,2006-Q2,609800,-0.138242047,2005-02
4/30/2019,67604,23229,VA,Richmond,Henrico County,Henrico,2657,299300,-0.007625995,-0.005647841,0.043584379,0.049204275,0.022624991,2019-02,2019-Q1,302000,-0.008940397,2018-12
4/30/2019,84572,60543,IL,Chicago-Naperville-Elgin,Kendall County,Oswego,2658,266100,-0.004861631,-0.024917552,0.065252202,0.038782055,0.011180179,2007-01,2007-Q1,284100,-0.063357973,2005-08
4/30/2019,94730,85014,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,2659,291500,-0.007152589,-0.006137061,0.047807333,0.11933075,0.056403052,2019-02,2019-Q1,294700,-0.0108585,2018-12
4/30/2019,96494,91750,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,La Verne,2660,641900,-0.00357032,-0.009566425,-0.011549122,0.052077194,0.035126314,2018-04,2018-Q2,649400,-0.011549122,2018-02
4/30/2019,70815,30030,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,Decatur,2661,512400,-0.000974849,0.016263388,0.001367989,0.100665081,0.061916283,2018-03,2018-Q1,513400,-0.001947799,2018-03
4/30/2019,80330,50401,IA,Mason City,Cerro Gordo County,Mason City,2662,90200,0.010078387,0.033218786,0.062426384,0.007482131,0.012452884,2019-04,2019-Q2,90200,0,2019-04
4/30/2019,74058,36832,AL,Auburn-Opelika,Lee County,Auburn,2663,232800,0.017927416,0.040214477,0.087850467,0.047945435,0.017044478,2019-04,2019-Q2,232800,0,2019-04
4/30/2019,90804,75252,TX,Dallas-Fort Worth-Arlington,Dallas County,Dallas,2664,399500,-0.003243513,0.004021111,0.018093782,0.078570151,0.046205605,2019-03,2019-Q1,400800,-0.003243513,2019-02
4/30/2019,74533,37876,TN,Sevierville,Sevier County,Sevierville,2665,192000,0.0041841,0.024546425,0.099656357,0.073940924,0.030336592,2019-04,2019-Q2,192000,0,2019-04
4/30/2019,78173,46544,IN,South Bend-Mishawaka,Saint Joseph County,Mishawaka,2666,113300,0,0.000883392,0.105365854,0.069950559,0.014406077,2018-12,2018-Q4,113600,-0.002640845,2018-11
4/30/2019,75714,40511,KY,Lexington-Fayette,Fayette County,Lexington,2667,166500,0.000600962,0.010315534,0.054464851,0.049930967,0.020891428,2019-04,2019-Q2,166500,0,2019-04
4/30/2019,82846,56401,MN,Brainerd,Crow Wing County,Brainerd,2668,157100,-0.005696203,-0.037377451,-0.009457755,0.0503278,0.028598256,2018-12,2018-Q4,165000,-0.047878788,2018-01
4/30/2019,84551,60517,IL,Chicago-Naperville-Elgin,DuPage County,Woodridge,2669,269200,-0.003700962,-0.005173688,0.001488095,0.044054247,0.013249283,2007-03,2007-Q1,274000,-0.017518248,2006-09
4/30/2019,88607,70454,LA,Hammond,Tangipahoa Parish,Ponchatoula,2670,160600,0.001871491,0.005006258,0.114503817,0.035031983,0.013749704,2019-04,2019-Q2,160600,0,2019-04
4/30/2019,72826,33801,FL,Lakeland-Winter Haven,Polk County,Lakeland,2671,124600,-0.015019763,-0.017350158,0.05952381,0.174293802,0.038864362,2006-11,2006-Q4,131700,-0.053910402,2006-05
4/30/2019,74642,38104,TN,Memphis,Shelby County,Memphis,2672,208200,-0.002873563,0.01412567,0.067145054,0.093605118,0.042360157,2019-03,2019-Q1,208800,-0.002873563,2019-03
4/30/2019,96769,92264,CA,Riverside-San Bernardino-Ontario,Riverside County,Palm Springs,2673,364500,0.001098599,0.016452872,0.048317515,0.064633344,0.041981625,2006-09,2006-Q3,381500,-0.044560944,2005-09
4/30/2019,69817,28270,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,2674,385600,-0.001812063,0.002600104,0.033780161,0.060768871,0.032260862,2019-03,2019-Q1,386300,-0.001812063,2019-02
4/30/2019,69690,28056,NC,Charlotte-Concord-Gastonia,Gaston County,Gastonia,2675,193300,0.002593361,0.023834746,0.121229698,0.068639145,0.031758949,2019-04,2019-Q2,193300,0,2019-04
4/30/2019,71778,32086,FL,Jacksonville,Saint Johns County,Saint Augustine,2676,233500,-0.000855798,0.009075194,0.054652213,0.087799728,0.033901331,2006-10,2006-Q4,249100,-0.062625452,2006-03
4/30/2019,71912,32301,FL,Tallahassee,Leon County,Tallahassee,2677,130200,-0.003825555,0.00076864,0.006960557,0.054831681,-0.001144832,2006-11,2006-Q4,154200,-0.155642023,2005-07
4/30/2019,84655,60659,IL,Chicago-Naperville-Elgin,Cook County,Chicago,2678,278100,-0.008202568,-0.000359454,0.002884962,0.047700855,0.003856159,2006-07,2006-Q3,338400,-0.178191489,2003-12
4/30/2019,71865,32211,FL,Jacksonville,Duval County,Jacksonville,2679,146600,-0.01212938,-0.001362398,0.055435565,0.16099362,0.032763654,2006-11,2006-Q4,152100,-0.036160421,2006-05
4/30/2019,71833,32168,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,New Smyrna Beach,2680,232200,-0.004288165,0.003457217,0.041255605,0.082937069,0.031975178,2006-06,2006-Q2,258000,-0.1,2005-09
4/30/2019,753843,97703,OR,Bend-Redmond,Deschutes County,Bend,2681,622300,0.000804117,0.013352874,0.098693503,0.09472441,0.064652199,2019-04,2019-Q2,622300,0,2019-04
4/30/2019,67335,22630,VA,Washington-Arlington-Alexandria,Warren County,Front Royal,2682,209100,-0.006650831,-0.012747875,0.034124629,0.027473553,0.008253585,2006-04,2006-Q2,258200,-0.190162665,2005-02
4/30/2019,97728,94520,CA,San Francisco-Oakland-Hayward,Contra Costa County,Concord,2683,496600,-0.001005834,-0.001809045,0.033076763,0.084843398,0.078103684,2018-10,2018-Q4,503600,-0.013899921,2018-07
4/30/2019,91899,77389,TX,Houston-The Woodlands-Sugar Land,Montgomery County,The Woodlands,2684,313900,0.000956633,0.000637552,0.008352072,0.035309943,0.027808222,2019-04,2019-Q2,313900,0,2019-04
4/30/2019,96325,91206,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,2685,863200,-0.003233256,-0.003693444,0.049610895,0.073741972,0.051785964,2019-02,2019-Q1,867900,-0.00541537,2019-01
4/30/2019,77326,44805,OH,Ashland,Ashland County,Ashland,2686,132000,-0.004524887,-0.015659955,0.053471668,0.039989222,0.014946539,2019-01,2019-Q1,134100,-0.015659955,2018-12
4/30/2019,89244,71901,AR,Hot Springs,Garland County,Hot Springs,2687,128900,-0.005401235,0.00311284,0.041195477,0.036398633,0.012005072,2019-03,2019-Q1,129600,-0.005401235,2019-02
4/30/2019,58495,1810,MA,Boston-Cambridge-Newton,Essex County,Andover,2688,642100,-0.004958934,0.000467435,0.016946468,0.034629371,0.027130417,2019-03,2019-Q1,645300,-0.004958934,2019-02
4/30/2019,73817,36303,AL,Dothan,Houston County,Dothan,2689,128000,-0.018404908,-0.049034175,-0.012345679,0.015371703,-0.009415365,2009-07,2009-Q3,141800,-0.097320169,2006-10
4/30/2019,73144,34608,FL,Tampa-St. Petersburg-Clearwater,Hernando County,Spring Hill,2690,159800,-0.000625391,0.009475679,0.093771389,0.134570716,0.040246126,2006-08,2006-Q3,186500,-0.143163539,2005-07
4/30/2019,96241,90807,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,2691,638400,-0.001876173,-0.004987531,-0.003745318,0.053478205,0.044412932,2018-11,2018-Q4,642500,-0.006381323,2018-10
4/30/2019,84318,60060,IL,Chicago-Naperville-Elgin,Lake County,Mundelein,2692,226200,-0.001765225,-0.001765225,0.003549246,0.048741011,0.003194222,2007-01,2007-Q1,264300,-0.14415437,2003-08
4/30/2019,99625,98201,WA,Seattle-Tacoma-Bellevue,Snohomish County,Everett,2693,344600,-0.008059873,-0.00577034,0.051250763,0.121651516,0.042995098,2019-02,2019-Q1,348700,-0.011757958,2019-01
4/30/2019,72896,33903,FL,Cape Coral-Fort Myers,Lee County,North Fort Myers,2694,162300,-0.010365854,-0.019335347,0.05526658,0.126668624,0.07317019,2006-07,2006-Q3,211800,-0.233711048,2005-06
4/30/2019,58458,1701,MA,Boston-Cambridge-Newton,Middlesex County,Framingham,2695,456300,-0.008259074,-0.00371179,0.034693878,0.054114316,0.033470201,2019-02,2019-Q1,461200,-0.010624458,2019-01
4/30/2019,61781,10305,NY,New York-Newark-Jersey City,Richmond County,New York,2696,540800,-0.005882353,-0.019934759,0.06331105,0.086792705,0.036987055,2018-12,2018-Q4,554800,-0.025234319,2018-10
4/30/2019,84497,60446,IL,Chicago-Naperville-Elgin,Will County,Romeoville,2697,189500,0.000527983,0.005838641,0.065205171,0.062571835,0.012356603,2007-02,2007-Q1,211900,-0.105710241,2005-05
4/30/2019,70623,29642,SC,Greenville-Anderson-Mauldin,Pickens County,Easley,2698,193500,-0.003604531,0.001552795,0.038647343,0.056364163,0.024500842,2019-03,2019-Q1,194200,-0.003604531,2019-02
4/30/2019,399654,85140,AZ,Phoenix-Mesa-Scottsdale,Pinal County,Queen Creek,2699,241200,0.000414766,0.010896899,0.117183881,0.087738312,0.05704324,2006-06,2006-Q2,248900,-0.030936119,2006-02
4/30/2019,74560,37923,TN,Knoxville,Knox County,Knoxville,2700,225500,0.001332149,0.018518519,0.093598448,0.066153098,0.030859132,2019-04,2019-Q2,225500,0,2019-04
4/30/2019,74482,37803,TN,Knoxville,Blount County,Maryville,2701,197500,0.009197752,0.030255608,0.068722944,0.050470742,0.020264027,2019-04,2019-Q2,197500,0,2019-04
4/30/2019,61189,8820,NJ,New York-Newark-Jersey City,Middlesex County,Edison,2702,516500,-0.001546491,0.001357115,0.030526736,0.036952651,0.013339036,2019-02,2019-Q1,517400,-0.001739467,2019-02
4/30/2019,91275,76132,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,2703,322300,0.003737154,0.016078184,0.021876982,0.064765274,0.045828315,2019-04,2019-Q2,322300,0,2019-04
4/30/2019,63505,14304,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,Niagara Falls,2704,112900,-0.006161972,0.002664298,0.082454458,0.060164539,0.037538667,2019-03,2019-Q1,113600,-0.006161972,2019-02
4/30/2019,84274,60005,IL,Chicago-Naperville-Elgin,Cook County,Arlington Heights,2705,294900,-0.002368065,0.015495868,-0.008739496,0.026698305,0.004911386,2006-05,2006-Q2,349400,-0.155981683,2004-07
4/30/2019,65919,19426,PA,Philadelphia-Camden-Wilmington,Montgomery County,Upper Providence,2706,363700,0,-0.000549602,0.031187978,0.035762585,0.01451171,2018-12,2018-Q4,364200,-0.001372872,2018-12
4/30/2019,94900,85323,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Avondale,2707,222000,-0.000450248,0.006802721,0.073500967,0.088023611,0.063096403,2006-05,2006-Q2,261200,-0.15007657,2005-08
4/30/2019,91742,77093,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,2708,115600,-0.017841971,-0.008576329,0.130009775,0.115928256,0.043107007,2019-02,2019-Q1,118200,-0.021996616,2019-01
4/30/2019,66131,20007,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,2709,994300,-0.011531961,-0.027008514,0.021471132,0.038793263,0.029079111,2018-12,2018-Q4,1022100,-0.027198904,2018-08
4/30/2019,98877,96740,HI,Hilo,Hawaii County,Kailua Kona,2710,511000,-0.003898635,-0.013323035,0.001175549,0.060750506,0.024972372,2006-03,2006-Q1,588100,-0.131100153,2005-04
4/30/2019,73013,34134,FL,Cape Coral-Fort Myers,Lee County,Bonita Springs,2711,479700,-0.00020842,-0.005803109,0.020204168,0.050311766,0.029580176,2006-06,2006-Q2,569200,-0.157238229,2005-06
4/30/2019,92032,77566,TX,Houston-The Woodlands-Sugar Land,Brazoria County,Lake Jackson,2712,202900,0,0.007447865,0.057872784,0.072930559,0.038399048,2019-04,2019-Q2,202900,0,2019-04
4/30/2019,99147,97236,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,2713,319800,-0.003427859,0.002507837,0.044415415,0.107543256,0.047534271,2019-03,2019-Q1,320900,-0.003427859,2019-02
4/30/2019,67965,24073,VA,Blacksburg-Christiansburg-Radford,Montgomery County,Christiansburg,2714,185100,0.000540541,-0.00483871,0.032924107,0.030865152,0.013481807,2006-06,2006-Q2,192200,-0.036940687,2006-01
4/30/2019,58965,2886,RI,Providence-Warwick,Kent County,Warwick,2715,231500,-0.006864007,0.005210595,0.021624007,0.061341201,0.018937632,2006-04,2006-Q2,251300,-0.07879029,2004-09
4/30/2019,72839,33823,FL,Lakeland-Winter Haven,Polk County,Auburndale,2716,166000,-0.001803969,0.000602773,0.070967742,0.115055182,0.03631121,2006-08,2006-Q3,175600,-0.054669704,2006-04
4/30/2019,72619,33460,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Lake Worth,2717,210000,-0.008030231,-0.004267425,0.102941176,0.171184399,0.065164324,2006-07,2006-Q3,239300,-0.122440451,2005-09
4/30/2019,71028,30308,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Atlanta,2718,271900,-0.009471767,-0.017347308,0.06711146,0.09553129,0.045709281,2018-12,2018-Q4,277700,-0.020885848,2018-10
4/30/2019,82164,55311,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Maple Grove,2719,370200,-0.002156334,0.006251699,0.02406639,0.033346676,0.020773335,2019-03,2019-Q1,371000,-0.002156334,2019-03
4/30/2019,72598,33432,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Boca Raton,2720,576600,-0.001731302,-0.002422145,0.052766113,0.083683555,0.047160215,2006-02,2006-Q1,596300,-0.033037062,2005-10
4/30/2019,80293,50322,IA,Des Moines-West Des Moines,Polk County,Urbandale,2721,209400,-0.001430615,0.008184882,0.068912711,0.052151141,0.029153249,2019-03,2019-Q1,209700,-0.001430615,2019-03
4/30/2019,70993,30265,GA,Atlanta-Sandy Springs-Roswell,Coweta County,Newnan,2722,233100,0.000429185,0.005608283,0.04529148,0.063175593,0.02675996,2019-04,2019-Q2,233100,0,2019-04
4/30/2019,89133,71603,AR,Pine Bluff,Jefferson County,Pine Bluff,2723,82100,-0.008454106,-0.009650181,0.047193878,0.047496146,,2010-08,2010-Q3,85900,-0.044237485,
4/30/2019,91854,77340,TX,Huntsville,Walker County,Huntsville,2724,193200,-0.000517331,-0.001550388,0.04829083,0.055319961,0.035959381,2019-02,2019-Q1,193500,-0.001550388,2019-02
4/30/2019,65784,19116,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2725,259200,-0.000385654,0.016072129,0.112924002,0.038971575,0.011804034,2019-03,2019-Q1,259300,-0.000385654,2019-03
4/30/2019,78730,47711,IN,Evansville,Vanderburgh County,Evansville,2726,107200,0.003745318,0.014191107,0.072,0.048491429,0.007887625,2019-04,2019-Q2,107200,0,2019-04
4/30/2019,76219,42071,KY,Murray,Calloway County,Murray,2727,136000,0.000735835,-0.005847953,0.03500761,0.042025285,0.024656196,2019-01,2019-Q1,136800,-0.005847953,2018-12
4/30/2019,84825,61107,IL,Rockford,Winnebago County,Rockford,2728,116400,-0.000858369,0.008665511,0.032830524,0.046359691,-0.007182172,2007-09,2007-Q3,137300,-0.152221413,2003-12
4/30/2019,81540,54016,WI,Minneapolis-St. Paul-Bloomington,Saint Croix County,Hudson,2729,330000,-0.00482509,-0.010791367,0.046954315,0.053995349,0.033439442,2019-01,2019-Q1,333600,-0.010791367,2018-10
4/30/2019,63958,15227,PA,Pittsburgh,Allegheny County,Brentwood,2730,128500,-0.006955178,-0.000777605,0.04217356,0.063844829,0.035451077,2019-03,2019-Q1,129400,-0.006955178,2018-11
4/30/2019,72768,33705,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Saint Petersburg,2731,186300,-0.018440464,-0.020504732,0.060330108,0.160261353,0.066238561,2019-02,2019-Q1,191500,-0.027154047,2018-12
4/30/2019,63647,14626,NY,Rochester,Monroe County,Greece,2732,147500,0.006139154,0.040197461,0.061915047,0.027963699,0.016607878,2016-07,2016-Q3,157000,-0.060509554,2016-03
4/30/2019,96014,90033,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,2733,489100,-0.001836735,-0.003057481,0.054776795,0.111425819,0.064574336,2019-02,2019-Q1,490900,-0.003666735,2019-01
4/30/2019,60613,7109,NJ,New York-Newark-Jersey City,Essex County,Belleville,2734,295100,0.003059143,0.030736989,0.078187797,0.074534584,0.002125623,2007-05,2007-Q2,345600,-0.146122685,2005-08
4/30/2019,58662,2150,MA,Boston-Cambridge-Newton,Suffolk County,Chelsea,2735,375200,-0.004774536,-0.009503696,0.03933518,0.10167882,0.073038514,2019-01,2019-Q1,378800,-0.009503696,2018-08
4/30/2019,72828,33803,FL,Lakeland-Winter Haven,Polk County,Lakeland,2736,167200,-0.004761905,-0.004169148,0.050911376,0.097930875,0.027397631,2006-09,2006-Q3,173000,-0.033526012,2006-05
4/30/2019,91683,77034,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,2737,154500,-0.004510309,0.005204945,0.08649789,0.096664803,0.042805895,2019-03,2019-Q1,155200,-0.004510309,2019-02
4/30/2019,98353,95662,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Orangevale,2738,398100,0.000754148,0.008358663,0.063301282,0.066372849,0.045920683,2019-04,2019-Q2,398100,0,2019-04
4/30/2019,67148,22102,VA,Washington-Arlington-Alexandria,Fairfax County,McLean,2739,520400,-0.00268302,-0.002491854,0.021193093,0.001971639,0.006862351,2006-02,2006-Q1,548100,-0.050538223,2005-08
4/30/2019,93072,79763,TX,Odessa,Ector County,Odessa,2740,142900,-0.025238745,-0.027229408,0.112928349,0.060563128,0.051481442,2019-02,2019-Q1,148400,-0.037061995,2018-10
4/30/2019,94432,84067,UT,Ogden-Clearfield,Weber County,Roy,2741,271100,0.005563798,0.030406689,0.179721497,0.105346374,0.043850926,2019-04,2019-Q2,271100,0,2019-04
4/30/2019,96044,90063,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,East Los Angeles,2742,484600,-0.000412541,0.011268781,0.089723409,0.112867869,0.062902075,2019-03,2019-Q1,484800,-0.000412541,2019-03
4/30/2019,99808,98444,WA,Seattle-Tacoma-Bellevue,Pierce County,Parkland,2743,269900,-0.002218115,0.004839911,0.092712551,0.122723444,0.040134002,2019-03,2019-Q1,270500,-0.002218115,2019-02
4/30/2019,97039,92831,CA,Los Angeles-Long Beach-Anaheim,Orange County,Fullerton,2744,649800,-0.003527066,-0.010958904,0.001850139,0.045977807,0.037125798,2018-12,2018-Q4,658000,-0.012462006,2018-06
4/30/2019,93633,81005,CO,Pueblo,Pueblo County,Pueblo,2745,182900,0.002741228,0.008269019,0.119339045,0.081881537,0.036173707,2019-04,2019-Q2,182900,0,2019-04
4/30/2019,63483,14226,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,Amherst,2746,176300,-0.002828054,0.006278539,0.030391584,0.052042399,0.033997041,2019-03,2019-Q1,176800,-0.002828054,2019-02
4/30/2019,63928,15146,PA,Pittsburgh,Allegheny County,Monroeville,2747,146000,0.006202619,0.018131102,0.064139942,0.036910121,0.019296551,2019-04,2019-Q2,146000,0,2019-04
4/30/2019,96240,90806,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,2748,533300,0.000375164,-0.000187477,0.026564004,0.065737778,0.04715642,2006-08,2006-Q3,534100,-0.001497847,2006-07
4/30/2019,97984,95116,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,2749,693600,-0.01728535,-0.049602631,-0.037201555,0.092626613,0.07351967,2018-09,2018-Q3,754800,-0.081081081,2018-02
4/30/2019,97470,93905,CA,Salinas,Monterey County,Salinas,2750,405700,0.009455088,0.010712506,0.076698514,0.101938338,0.078696947,2006-06,2006-Q2,544400,-0.2547759,2004-09
4/30/2019,86799,65401,MO,Rolla,Phelps County,Rolla,2751,143200,0.010585745,0.010585745,0.042212518,0.040530906,,2019-04,2019-Q2,143200,0,2019-04
4/30/2019,60256,6340,CT,Norwich-New London,New London County,Groton,2752,208200,-0.001438849,0.007256894,0.000480538,0.018249118,-0.006486742,2006-05,2006-Q2,249200,-0.164526485,2004-08
4/30/2019,76248,42141,KY,Glasgow,Barren County,Glasgow,2753,118900,-0.014913007,-0.036466775,-0.020593081,0.062279,0.024762483,2018-11,2018-Q4,124200,-0.042673108,2018-04
4/30/2019,95302,87107,NM,Albuquerque,Bernalillo County,Albuquerque,2754,200900,-0.004952947,0.002995507,0.053487153,0.04631749,0.005382449,2019-03,2019-Q1,201900,-0.004952947,2019-03
4/30/2019,84355,60101,IL,Chicago-Naperville-Elgin,DuPage County,Addison,2755,238500,0.002522068,0.017057569,0.040122111,0.054289807,0.005620652,2007-02,2007-Q1,287900,-0.171587357,2004-04
4/30/2019,69504,27804,NC,Rocky Mount,Nash County,Rocky Mount,2756,128800,0.007036747,-0.00693909,0.048006509,0.030937049,0.001487249,2004-09,2004-Q3,136700,-0.057790783,2004-06
